未利用地登録年度,番号,所在（区）,町丁目,地番,街区番号,面積（㎡）,土地所管局,財産名称,現状,活用方針,分類基準,処分目途,貸付等の活用状況,備考,マップナビおおさかへのリンク,住居表示,緯度,経度,ジオコード精度
2021,1984,旭区,生江３丁目,44‐14,16番,346,健康局,もと生江診療所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=740,大阪府大阪市旭区生江３丁目16番,34.728462,135.535522,街区番号
2021,1996,鶴見区,横堤４丁目,67‐2外,29番,18241,水道局,もと城東浄水場用地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=748,大阪府大阪市鶴見区横堤４丁目29番,34.709698,135.569107,街区番号
2021,1991‐1,東住吉区,住道矢田３丁目,1,6番,3080,都市整備局,上大和川住宅,空地,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=753,大阪府大阪市東住吉区住道矢田３丁目6番,34.599728,135.53566,街区番号
2021,1991‐2,東住吉区,住道矢田３丁目,1‐1外,6番,6896,都市整備局,上大和川住宅,空地,処分検討地,基準２,A,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=864,大阪府大阪市東住吉区住道矢田３丁目6番,34.599728,135.53566,街区番号
2021,1991‐3,東住吉区,住道矢田１丁目,22,29番,4250,都市整備局,上大和川住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=865,大阪府大阪市東住吉区住道矢田１丁目29番,34.601044,135.535629,街区番号
2022,2052,都島区,片町２丁目,5‐33,3番,5941,計画調整局,もと京橋地区開発事業用地,駐車場,継続保有地,基準４,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=778,大阪府大阪市都島区片町２丁目3番,34.695679,135.531906,街区番号
2022,2046,此花区,常吉２丁目,2‐126内,8番,6587,大阪港湾局（管財課）,もとケーソンヤード,建物あり,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=772,大阪府大阪市此花区常吉２丁目8番,34.672661,135.413177,街区番号
2022,2047,此花区,常吉２丁目,2‐126内,8番,8,大阪港湾局（管財課）,もと臨港道路,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=773,大阪府大阪市此花区常吉２丁目8番,34.672661,135.413177,街区番号
2022,2037,西区,川口２丁目,37‐1,9番,96,大阪港湾局（管財課）,港湾局賃貸地（西）,一時使用、堤防、通路,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=768,大阪府大阪市西区川口２丁目9番,34.682148,135.47937,街区番号
2022,2038,西区,川口２丁目,37‐4,9番,206,大阪港湾局（管財課）,港湾局賃貸地（西）,空地及び通路,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=769,大阪府大阪市西区川口２丁目9番,34.682148,135.47937,街区番号
2022,2021,港区,池島２丁目,1‐1,1番,12170,都市整備局,池島住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=755,大阪府大阪市港区池島２丁目1番,34.657223,135.449738,街区番号
2022,2035,港区,港晴２丁目,4‐13,4番,897,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=766,大阪府大阪市港区港晴２丁目4番,34.655106,135.442886,街区番号
2022,2024,天王寺区,空清町,8‐10内,8番,1314,都市整備局,空堀住宅,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=756,大阪府大阪市天王寺区空清町8番,34.672573,135.522644,街区番号
2022,2034,生野区,生野東４丁目,128‐12外,1番,403,建設局,南生野公園,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=765,大阪府大阪市生野区生野東４丁目1番,34.647633,135.533646,街区番号
2022,2027,旭区,生江３丁目,44‐15,16番,4697,都市整備局,生江住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=758,大阪府大阪市旭区生江３丁目16番,34.728462,135.535522,街区番号
2022,2031,住吉区,浅香２丁目,170‐23外,2番,168,都市整備局,浅香住宅,駐車場,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=762,大阪府大阪市住吉区浅香２丁目2番,34.589836,135.507034,街区番号
2022,2030,住吉区,浅香２丁目,208内,3番,271,都市整備局,浅香第３住宅,駐車場,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=761,大阪府大阪市住吉区浅香２丁目3番,34.588989,135.506622,街区番号
2022,2032‐1,西成区,北津守３丁目,146‐1,11番,703,都市整備局,もと北津守第３住宅,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=763,大阪府大阪市西成区北津守３丁目11番,34.650047,135.480408,街区番号
2023,2069,北区,豊崎５丁目,4‐2,5番,2935,都市整備局,もと豊崎住宅,建物あり,継続保有地,基準４,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=782,大阪府大阪市北区豊崎５丁目5番,34.712242,135.498901,街区番号
2023,2070‐2,此花区,春日出北3丁目,170‐21内,4番,5050,都市整備局,春日出第2住宅,工事ヤード,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=783,大阪府大阪市此花区春日出北3丁目4番,34.680058,135.445297,街区番号
2023,2099,港区,池島3丁目,4‐1内,5番,320,都市整備局,池島住宅,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=785,大阪府大阪市港区池島3丁目5番,34.65427,135.450043,街区番号
2023,2071,港区,八幡屋２丁目,14‐1,14番,2428,都市整備局,八幡屋住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=786,大阪府大阪市港区八幡屋２丁目14番,34.65559,135.445801,街区番号
2023,2072,港区,八幡屋２丁目,15‐23,15番,1070,都市整備局,八幡屋住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=787,大阪府大阪市港区八幡屋２丁目15番,34.656013,135.445206,街区番号
2023,2074,大正区,泉尾２丁目,101‐7,1番,248,都市整備局,三軒家住宅,工事ヤード,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=789,大阪府大阪市大正区泉尾２丁目1番,34.659889,135.474564,街区番号
2023,2092,大正区,鶴町１丁目,8‐14,8番,598,都市整備局（区画整理）,もと区画整理事業用地（南部工区・大正区鶴町）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=790,大阪府大阪市大正区鶴町１丁目8番,34.635681,135.45932,街区番号
2023,2093,大正区,平尾３丁目,17‐16,17番,162,都市整備局（区画整理）,もと区画整理事業用地（南部工区・大正区鶴町）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=791,大阪府大阪市大正区平尾３丁目17番,34.638824,135.473923,街区番号
2023,2067,天王寺区,東上町,20ｰ１,8番,5477,健康局,もと環境科学研究所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=792,大阪府大阪市天王寺区東上町8番,34.662895,135.52858,街区番号
2023,2066,天王寺区,南河堀町,93ｰ１,4番,1836,健康局,もと看護専門学校（天王寺区南河堀町）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=793,大阪府大阪市天王寺区南河堀町4番,34.647316,135.519836,街区番号
2023,2096,浪速区,木津川２丁目,1‐18外,3番,207,こども青少年局,もと浪速第５保育所（木津川）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=794,大阪府大阪市浪速区木津川２丁目3番,34.658669,135.483887,街区番号
2023,2075,西淀川区,中島１丁目,832‐6外,10番,2052,都市整備局,中島住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=795,大阪府大阪市西淀川区中島１丁目10番,34.704079,135.430695,街区番号
2023,2084,淀川区,加島1丁目,352‐1内外,59番,550,都市整備局,加島住宅,駐車場,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=796,大阪府大阪市淀川区加島1丁目59番,34.727768,135.459106,街区番号
2023,2100,東淀川区,北江口3丁目,210‐1内,6番,1166,都市整備局,北江口第2住宅,駐車場,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=798,大阪府大阪市東淀川区北江口3丁目6番,34.761238,135.542923,街区番号
2023,2078,東淀川区,東中島2丁目,23‐１,23番,272,都市整備局,南方住宅,工事ヤード,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=799,大阪府大阪市東淀川区東中島2丁目23番,34.729023,135.506393,街区番号
2023,2085,東淀川区,東中島3丁目,11‐5内,14番,30,都市整備局,飛鳥住宅,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=800,大阪府大阪市東淀川区東中島3丁目14番,34.730766,135.50885,街区番号
2023,2087,住吉区,浅香１丁目,77番２外,1番,3158,都市整備局,浅香第２住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=802,大阪府大阪市住吉区浅香１丁目1番,34.591682,135.512344,街区番号
2023,2098,住吉区,浅香２丁目,170‐69（内）,1番,176,建設局,廃道（住吉）,宅地,処分検討地,基準１,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=804,大阪府大阪市住吉区浅香２丁目1番,34.590584,135.507034,街区番号
2023,2089,東住吉区,住道矢田３丁目,607外,3番,3154,都市整備局,住道矢田住宅,駐車場,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=806,大阪府大阪市東住吉区住道矢田３丁目3番,34.600113,135.534271,街区番号
2023,2065,東住吉区,矢田５丁目,2‐1,13番,788,経済戦略局,もと産業振興会館　矢田住宅附帯駐車場,駐車場（空地）,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=807,大阪府大阪市東住吉区矢田５丁目13番,34.602169,135.529495,街区番号
2023,2090,東住吉区,矢田５丁目,2‐4内,13番,116,都市整備局,矢田住宅,駐車場,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=808,大阪府大阪市東住吉区矢田５丁目13番,34.602169,135.529495,街区番号
2023,2080,東住吉区,矢田６丁目,182‐5外,8番9番,1840,都市整備局,矢田住道西住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=805,大阪府大阪市東住吉区矢田６丁目8番9番,34.602581,135.532349,街区番号
2023,2083‐1,平野区,加美東４丁目,98‐30外 ,8番,6336,都市整備局,加美絹木住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=809,大阪府大阪市平野区加美東４丁目8番,34.627323,135.566742,街区番号
2023,2083‐2,平野区,加美東４丁目,98‐32,8番,857,都市整備局,加美絹木住宅,空地,事業予定地,基準９,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=861,大阪府大阪市平野区加美東４丁目8番,34.627323,135.566742,街区番号
2023,2082,平野区,長吉六反5丁目,156‐5内外,1番,6634,都市整備局,長吉六反東住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=810,大阪府大阪市平野区長吉六反5丁目1番,34.606316,135.583588,街区番号
2023,2091,西成区,千本中2丁目,1‐7内,9番,590,都市整備局,千本中住宅用地,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=812,大阪府大阪市西成区千本中2丁目9番,34.631989,135.487457,街区番号
2023,2094‐1,西成区,長橋２丁目,16‐11外,5番,708,都市整備局（住環境整備課）,長橋住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=813,大阪府大阪市西成区長橋２丁目5番,34.64896,135.490829,街区番号
2023,2094‐2,西成区,長橋２丁目,28‐7外,4番,48,都市整備局,長橋住宅,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=823,大阪府大阪市西成区長橋２丁目4番,34.648434,135.491745,街区番号
2024,2139,北区,神山町,5‐27,14番,103,建設局,道路（北）（管財課）,空地,処分検討地,基準２,A,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=824,大阪府大阪市北区神山町14番,34.704269,135.505844,街区番号
2024,2140,北区,神山町,5‐29,14番,28,契約管財局,廃道（北）,空地,処分検討地,基準２,A,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=825,大阪府大阪市北区神山町14番,34.704269,135.505844,街区番号
2024,2141,北区,天満橋３丁目,68‐9外,3番外,5264,環境局,もと北部環境事業センター,建物あり,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=826,大阪府大阪市北区天満橋３丁目3番外,34.704369,135.515228,街区番号
2024,2142,港区,海岸通４丁目,1‐11内,1番,264,大阪港湾局（管財課）,港湾局賃貸地（港・一般）,通路,処分検討地,基準２,A,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=830,大阪府大阪市港区海岸通４丁目1番,34.648655,135.447708,街区番号
2024,2132,港区,波除２丁目,2‐2内,2番,160,港区役所,もと波除老人憩の家,建物あり,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=827,大阪府大阪市港区波除２丁目2番,34.672318,135.465027,街区番号
2024,2133,港区,南市岡２丁目,7‐21外,7番,270,港区役所,南市岡会館・老人憩の家,建物あり,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=828,大阪府大阪市港区南市岡２丁目7番,34.666126,135.468491,街区番号
2024,2118,港区,夕凪２丁目,5‐2内,5番,1016,福祉局,もと港区老人福祉センター,建物あり,処分検討地,基準１,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=829,大阪府大阪市港区夕凪２丁目5番,34.66243,135.452209,街区番号
2024,2120,大正区,泉尾７丁目,15‐10,15番,545,都市整備局（区画整理）,もと区画整理事業用地（南部工区・大正区鶴町）,コミュニティ用地,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=831,大阪府大阪市大正区泉尾７丁目15番,34.655598,135.466766,街区番号
2024,2128,大正区,鶴町１丁目,15‐７,15番,3167,都市整備局,鶴町第２住宅,建物あり,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=832,大阪府大阪市大正区鶴町１丁目15番,34.635338,135.457489,街区番号
2024,2146,大正区,南恩加島１丁目,455‐10,12番,373,契約管財局,もと港湾局南恩加島地区の土地,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=834,大阪府大阪市大正区南恩加島１丁目12番,34.633976,135.47345,街区番号
2024,2143,大正区,鶴町５丁目,6‐15,6番,1590,大阪港湾局（管財課）,港湾局賃貸地（大正・一般）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=833,大阪府大阪市大正区鶴町５丁目6番,34.641491,135.459824,街区番号
2024,2131,天王寺区,堂ケ芝２丁目,203,16番,829,都市整備局,堂ケ芝住宅,空地,処分検討地,基準２,B,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=835,大阪府大阪市天王寺区堂ケ芝２丁目16番,34.658806,135.525009,街区番号
2024,2135,天王寺区,南河堀町,2457‐8,4番,43,建設局,もと下水道用地（天王寺）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=837,大阪府大阪市天王寺区南河堀町4番,34.647316,135.519836,街区番号
2024,2134,天王寺区,夕陽丘町,11‐9,5番,810,建設局,道路（天王寺）（管財課）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=836,大阪府大阪市天王寺区夕陽丘町5番,34.657917,135.512314,街区番号
2024,2136,浪速区,木津川２丁目,11‐8内,3番,11,建設局,もと下水道用地（浪速）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=838,大阪府大阪市浪速区木津川２丁目3番,34.658669,135.483887,街区番号
2024,2147,淀川区,宮原１丁目,7‐3,7番,828,契約管財局,新大阪用地,空地,処分検討地,基準２,A,貸付可能,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=839,大阪府大阪市淀川区宮原１丁目7番,34.736191,135.499161,街区番号
2024,2125,東淀川区,西淡路１丁目,3‐16,3番,448,都市整備局,日之出住宅,駐車場（屋根付）,処分検討地,基準２,B,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=843,大阪府大阪市東淀川区西淡路１丁目3番,34.735119,135.50264,街区番号
2024,2124,東淀川区,西淡路１丁目,8‐19内外,8番,945,都市整備局,日之出住宅,駐車場（屋根付）,処分検討地,基準２,B,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=842,大阪府大阪市東淀川区西淡路１丁目8番,34.737415,135.504837,街区番号
2024,2122,東淀川区,西淡路１丁目,8‐4外,8番,2938,都市整備局,日之出住宅、日之出住宅附帯駐車場,建物あり,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=844,大阪府大阪市東淀川区西淡路１丁目8番,34.737415,135.504837,街区番号
2024,2123‐1,東淀川区,西淡路１丁目,9内,9番,2540,都市整備局,日之出住宅,建物あり,処分検討地,基準２,B,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=840,大阪府大阪市東淀川区西淡路１丁目9番,34.736767,135.50528,街区番号
2024,2123‐2,東淀川区,西淡路１丁目,9内,9番,217,都市整備局,日之出住宅,建物あり,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=841,大阪府大阪市東淀川区西淡路１丁目9番,34.736767,135.50528,街区番号
2024,2126,東淀川区,西淡路２丁目,1‐8外,1番,690,都市整備局,日之出第３住宅,建物あり,処分検討地,基準２,B,貸付不可,東淀川区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=845,大阪府大阪市東淀川区西淡路２丁目1番,34.734642,135.505173,街区番号
2024,2127,東淀川区,東中島５丁目,36‐2外,24番,1336,都市整備局,山口住宅,建物あり,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=846,大阪府大阪市東淀川区東中島５丁目24番,34.734238,135.510117,街区番号
2024,2148,生野区,新今里５丁目,62‐１外,13番,222,消防局,もと生野消防署中川出張所,建物あり,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=847,大阪府大阪市生野区新今里５丁目13番,34.659077,135.54895,街区番号
2024,2145,生野区,鶴橋１丁目,5584‐9,6番,4801,生野区役所,北鶴橋地区災害避難施設用地,空地,事業予定地,基準９,,貸付不可,R7活用済,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=848,大阪府大阪市生野区鶴橋１丁目6番,34.662312,135.529694,街区番号
2024,2137,住吉区,苅田１０丁目,504‐8内外,11番,101,建設局,道路（住吉）（管財課）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=850,大阪府大阪市住吉区苅田１０丁目11番,34.592167,135.51416,街区番号
2024,2138,住吉区,苅田１０丁目,504‐8内外,11番,44,建設局,道路（住吉）（管財課）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=849,大阪府大阪市住吉区苅田１０丁目11番,34.592167,135.51416,街区番号
2024,2149,東住吉区,矢田５丁目,1‐15外,13番,27,建設局,廃道（東住吉）,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=851,大阪府大阪市東住吉区矢田５丁目13番,34.602169,135.529495,街区番号
2024,2129,平野区,長吉長原東１丁目,701‐1内,3番,5771,都市整備局,長吉長原北住宅,建物あり,処分検討地,基準２,B,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=852,大阪府大阪市平野区長吉長原東１丁目3番,34.604416,135.574295,街区番号
2024,2130,平野区,長吉長原東１丁目,701‐1内,3番,6355,都市整備局,長吉長原北住宅,建物あり,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=853,大阪府大阪市平野区長吉長原東１丁目3番,34.604416,135.574295,街区番号
2024,2119,平野区,長吉六反５丁目,638‐3外,3番,1914,こども青少年局,もと六反幼稚園,建物あり,処分検討地,基準２,B,貸付可能,平野区において活用検討中,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=854,大阪府大阪市平野区長吉六反５丁目3番,34.606281,135.586533,街区番号
2024,2121,西成区,旭３丁目,8‐14,2番,440,都市整備局（住環境整備課）,旭住宅地区改良事業用地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=855,大阪府大阪市西成区旭３丁目2番,34.64476,135.489212,街区番号
